"author","year","title","doi","search","relevance","NM","NMspecific","coating","coatingtype","NMsize","NMsizeunits","NMconc","NMconcunits","applicationsite","presspulse","kingdom","phylum","class","order","family","genus","species","generalorganism","organism","trophiclevel","ecosystemgeneral","ecosystemspecific","settinggeneral","settingspecific","duration_days","responsegeneral","responsespecific","responseunits","expn","expmean","expsd","conn","conmean","consd","RRsignif_yn","RRp_modifier","RRp_value","response_nonRR","responseunits_nonRR","responsesd_nonRR","n_nonRR","MPcomparison_yn","MPsignif_yn","MPeffectdirection","MPp_modifier","MPp_value","IONcomparison_yn","IONsignif_yn","IONeffectdirection","IONp_modifier","IONp_value","expgeary","congeary","responseratio","RRvar","RRadj","RRadjvar","newcat","newtrophic","NMconcfixed","response_nonRRfixed","NMconcfixedunits","response_nonRRfixedunits","NMconcfixedmmol","response_nonRRfixedmmol","NMconcfixedmmolunits","response_nonRRfixedmmolunits"
"Cao",2017,"Iron oxide magnetic nanoparticles deteriorate the mutual interaction betwen arbuscular mycorrhizal fungi and plant","10.1007/s11368-016-1561-8","Terr. Producers",22,"Fe","Fe3O4","no",NA,10.2,"nm",1,"mg/kg","environment","pulse","Plantae","Tracheophytes","Monocots","Poales","Poaceae","Zea","mays","monocot","Maize","Producer","Terrestrial","crop","Lab","Greenhouse",20,"NP Concentration","Individual NP acquisition ","mg/plant",3,0.87,0.04,3,0.92,0.01,"no",">",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","yes","neither",">",0.05,34.7742508288828,147.091083965849,NA,NA,NA,NA,"Concentration","Terrestrial producer",1,NA,"mg/kg",NA,0.0129571162642042,NA,"mmol/kg",NA
"Cao",2017,"Iron oxide magnetic nanoparticles deteriorate the mutual interaction betwen arbuscular mycorrhizal fungi and plant","10.1007/s11368-016-1561-8","Terr. Producers",22,"Fe","Fe3O4","no",NA,10.2,"nm",10,"mg/kg","environment","pulse","Plantae","Tracheophytes","Monocots","Poales","Poaceae","Zea","mays","monocot","Maize","Producer","Terrestrial","crop","Lab","Greenhouse",20,"NP Concentration","Individual NP acquisition ","mg/plant",3,0.58,0.02,3,0.92,0.01,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","yes","smaller","<",0.05,46.3656677718438,147.091083965849,NA,NA,NA,NA,"Concentration","Terrestrial producer",10,NA,"mg/kg",NA,0.129571162642042,NA,"mmol/kg",NA
"Cao",2017,"Iron oxide magnetic nanoparticles deteriorate the mutual interaction betwen arbuscular mycorrhizal fungi and plant","10.1007/s11368-016-1561-8","Terr. Producers",22,"Fe","Fe3O4","no",NA,10.2,"nm",0.1,"mg/kg","environment","pulse","Plantae","Tracheophytes","Monocots","Poales","Poaceae","Zea","mays","monocot","Maize","Producer","Terrestrial","crop","Lab","Greenhouse",20,"NP Concentration","Fe concentration in shoot","mg/g",3,0.34,0.06,3,0.28,0.05,"no",">",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","yes","smaller","<",0.05,9.05995807036028,8.95337032835604,NA,NA,NA,NA,"Concentration","Terrestrial producer",0.1,NA,"mg/kg",NA,0.00129571162642042,NA,"mmol/kg",NA
"Cao",2017,"Iron oxide magnetic nanoparticles deteriorate the mutual interaction betwen arbuscular mycorrhizal fungi and plant","10.1007/s11368-016-1561-8","Terr. Producers",22,"Fe","Fe3O4","no",NA,10.2,"nm",1,"mg/kg","environment","pulse","Plantae","Tracheophytes","Monocots","Poales","Poaceae","Zea","mays","monocot","Maize","Producer","Terrestrial","crop","Lab","Greenhouse",20,"NP Concentration","Fe concentration in shoot","mg/g",3,0.56,0.03,3,0.28,0.05,"no",">",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","yes","smaller","<",0.05,29.8445677611868,8.95337032835604,NA,NA,NA,NA,"Concentration","Terrestrial producer",1,NA,"mg/kg",NA,0.0129571162642042,NA,"mmol/kg",NA
"Cao",2017,"Iron oxide magnetic nanoparticles deteriorate the mutual interaction betwen arbuscular mycorrhizal fungi and plant","10.1007/s11368-016-1561-8","Terr. Producers",22,"Fe","Fe3O4","no",NA,10.2,"nm",10,"mg/kg","environment","pulse","Plantae","Tracheophytes","Monocots","Poales","Poaceae","Zea","mays","monocot","Maize","Producer","Terrestrial","crop","Lab","Greenhouse",20,"NP Concentration","Fe concentration in shoot","mg/g",3,0.65,0.04,3,0.28,0.05,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","yes","smaller","<",0.05,25.9807621135332,8.95337032835604,NA,NA,NA,NA,"Concentration","Terrestrial producer",10,NA,"mg/kg",NA,0.129571162642042,NA,"mmol/kg",NA
"Dimkpa",2013,"Silver Nanoparticles Disrupt Wheat (Triticum aestivum L.) Growth in a Sand Matrix","10.1021/es302973y","Terr. Producers",27,"Ag","Ag","no",NA,10,"nm",2.5,"mg/kg","environment","press","Plantae","Tracheophytes","Monocots","Poales","Poaceae","Triticum","aestivum","monocot","Triticum aestivum","Producer","Terrestrial","crop","Microcosm","Indoor",14,"growth","shoot length","cm",45,9.4637,5.4886,45,18.738,11.356,"yes","=",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,11.5026941025517,11.007736826489,-0.683090120425498,0.015636522813293,-0.683433768701855,0.0156977661188535,"Growth","Terrestrial producer",2.5,NA,"mg/kg",NA,0.0231764319790263,NA,"mmol/kg",NA
"Dimkpa",2013,"Silver Nanoparticles Disrupt Wheat (Triticum aestivum L.) Growth in a Sand Matrix","10.1021/es302973y","Terr. Producers",27,"Ag","Ag","no",NA,10,"nm",2.5,"mg/kg","environment","press","Plantae","Tracheophytes","Monocots","Poales","Poaceae","Triticum","aestivum","monocot","Triticum aestivum","Producer","Terrestrial","crop","Microcosm","Indoor",14,"growth","root length ","g",45,3.4286,3.4286,45,16.2,15.428,"yes","=",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,6.67114203231981,7.00495857684606,-1.55285922764709,0.042376939829633,-1.55182547533969,0.0428269597307972,"Growth","Terrestrial producer",2.5,NA,"mg/kg",NA,0.0231764319790263,NA,"mmol/kg",NA
"Dimkpa",2013,"Silver Nanoparticles Disrupt Wheat (Triticum aestivum L.) Growth in a Sand Matrix","10.1021/es302973y","Terr. Producers",27,"Ag","Ag","no",NA,10,"nm",2.5,"mg/kg","environment","press","Plantae","Tracheophytes","Monocots","Poales","Poaceae","Triticum","aestivum","monocot","Triticum aestivum","Producer","Terrestrial","crop","Microcosm","Indoor",14,"biomass","Shoot Dry mass","g",45,0.04921,0.017668,45,0.089338,0.058544,"yes","=",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,18.580874994932,10.1801463323891,-0.596330074406431,0.0124074320927262,-0.599669246190032,0.0124570682537105,"Biomass","Terrestrial producer",2.5,NA,"mg/kg",NA,0.0231764319790263,NA,"mmol/kg",NA
"Dimkpa",2013,"Silver Nanoparticles Disrupt Wheat (Triticum aestivum L.) Growth in a Sand Matrix","10.1021/es302973y","Terr. Producers",27,"Ag","Ag","no",NA,10,"nm",2.5,"mg/kg","environment","press","Plantae","Tracheophytes","Monocots","Poales","Poaceae","Triticum","aestivum","monocot","Triticum aestivum","Producer","Terrestrial","crop","Microcosm","Indoor",14,"biomass","Root Dry mass","g",45,0.034384,0.01788,45,0.13754,0.1169,"yes","=",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,12.828889688998,7.84900663066952,-1.38632344399154,0.022062187620498,-1.39134543382385,0.0222090930330244,"Biomass","Terrestrial producer",2.5,NA,"mg/kg",NA,0.0231764319790263,NA,"mmol/kg",NA
"Gui",2015,"Fate and Phytotoxicity of CeO2 Nanoparticles on Lettuce Cultured in the Potting Soil Environment","10.1371/journal.pone.0134261","Terr. Producers",42,"Ce","CeO2","no",NA,25,"nm",50,"mg/kg","environment","pulse","Plantae","Tracheophytes","Eudicots","Asterales","Asteraceae","Lactuca","sativa","eudicot","Lactuca sativa","Producer","Terrestrial","soil","Lab","Greenhouse",30,"biomass","shoot biomass","g",8,0.185245902,0.032786885,8,0.191803279,0.050819672,"no",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,15.4963523934868,10.3515456496331,-0.0347861157624445,0.0126910273007974,-0.0372158960699573,0.0127371966766275,"Biomass","Terrestrial producer",50,NA,"mg/kg",NA,0.290503442465793,NA,"mmol/kg",NA
"Gui",2015,"Fate and Phytotoxicity of CeO2 Nanoparticles on Lettuce Cultured in the Potting Soil Environment","10.1371/journal.pone.0134261","Terr. Producers",42,"Ce","CeO2","no",NA,25,"nm",100,"mg/kg","environment","pulse","Plantae","Tracheophytes","Eudicots","Asterales","Asteraceae","Lactuca","sativa","eudicot","Lactuca sativa","Producer","Terrestrial","soil","Lab","Greenhouse",30,"biomass","shoot biomass","g",8,0.208196721,0.040983607,8,0.191803279,0.050819672,"no",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,13.9330032650044,10.3515456496331,0.0820131485408406,0.0136190537645492,0.0800473814652038,0.0136692876611053,"Biomass","Terrestrial producer",100,NA,"mg/kg",NA,0.581006884931586,NA,"mmol/kg",NA
"Gui",2015,"Fate and Phytotoxicity of CeO2 Nanoparticles on Lettuce Cultured in the Potting Soil Environment","10.1371/journal.pone.0134261","Terr. Producers",42,"Ce","CeO2","no",NA,25,"nm",1000,"mg/kg","environment","pulse","Plantae","Tracheophytes","Eudicots","Asterales","Asteraceae","Lactuca","sativa","eudicot","Lactuca sativa","Producer","Terrestrial","soil","Lab","Greenhouse",30,"biomass","shoot biomass","g",8,0.147540984,0.013114754,8,0.191803279,0.050819672,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,30.8555689472931,10.3515456496331,-0.262364263424756,0.00976294825881685,-0.266258083253259,0.00980193888134977,"Biomass","Terrestrial producer",1000,NA,"mg/kg",NA,5.81006884931586,NA,"mmol/kg",NA
"Gui",2015,"Fate and Phytotoxicity of CeO2 Nanoparticles on Lettuce Cultured in the Potting Soil Environment","10.1371/journal.pone.0134261","Terr. Producers",42,"Ce","CeO2","no",NA,25,"nm",50,"mg/kg","environment","pulse","Plantae","Tracheophytes","Eudicots","Asterales","Asteraceae","Lactuca","sativa","eudicot","Lactuca sativa","Producer","Terrestrial","soil","Lab","Greenhouse",30,"biomass","root biomass","g",8,0.04460733,0.007539267,8,0.044293194,0.010680628,"no",NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,16.227743594542,11.3742099764848,0.00706716436124033,0.0108389656559524,0.0052184015884594,0.0108717543738652,"Biomass","Terrestrial producer",50,NA,"mg/kg",NA,0.290503442465793,NA,"mmol/kg",NA
"Gui",2015,"Fate and Phytotoxicity of CeO2 Nanoparticles on Lettuce Cultured in the Potting Soil Environment","10.1371/journal.pone.0134261","Terr. Producers",42,"Ce","CeO2","no",NA,25,"nm",100,"mg/kg","environment","pulse","Plantae","Tracheophytes","Eudicots","Asterales","Asteraceae","Lactuca","sativa","eudicot","Lactuca sativa","Producer","Terrestrial","soil","Lab","Greenhouse",30,"biomass","root biomass","g",8,0.053089005,0.003769634,8,0.044293194,0.010680628,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,38.6265955195711,11.3742099764848,0.181138813724057,0.00789847580487337,0.177819806025736,0.00792508809698492,"Biomass","Terrestrial producer",100,NA,"mg/kg",NA,0.581006884931586,NA,"mmol/kg",NA
"Gui",2015,"Fate and Phytotoxicity of CeO2 Nanoparticles on Lettuce Cultured in the Potting Soil Environment","10.1371/journal.pone.0134261","Terr. Producers",42,"Ce","CeO2","no",NA,25,"nm",1000,"mg/kg","environment","pulse","Plantae","Tracheophytes","Eudicots","Asterales","Asteraceae","Lactuca","sativa","eudicot","Lactuca sativa","Producer","Terrestrial","soil","Lab","Greenhouse",30,"biomass","root biomass","g",8,0.03486911,0.004712042,8,0.044293194,0.010680628,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,20.2961069022233,11.3742099764848,-0.239229693947311,0.00955093379899921,-0.241722472648569,0.00957995282876087,"Biomass","Terrestrial producer",1000,NA,"mg/kg",NA,5.81006884931586,NA,"mmol/kg",NA
"Lee",2013,"The Genotoxic Effect of ZnO and CuO Nanoparticles on Early Growth of Buckwheat, Fagopyrum Esculentum","10.1007/s11270-013-1668-0","Terr. Producers",44,"Zn","ZnO","no",NA,50,"nm",50,"mg/L","environment","pulse","Plantae","Tracheophytes","Eudicots","Caryophyllales","Polygonaceae","Fagopyrum","esculentum","eudicot","Fagopyrum esculentum","Producer","Terrestrial","crop","Lab","Indoor",3,"growth","root length","cm",3,4.043956,0.703297,3,3.575092,0.234432,"no",">",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","not clear","neither",NA,NA,9.19318876956306,24.3819732632971,0.123232510701931,0.01151522754127,0.127556821221043,0.0115670773190675,"Growth","Terrestrial producer",50,NA,"mg/L",NA,0.614401572868027,NA,"mmol/L",NA
"Lee",2013,"The Genotoxic Effect of ZnO and CuO Nanoparticles on Early Growth of Buckwheat, Fagopyrum Esculentum","10.1007/s11270-013-1668-0","Terr. Producers",44,"Zn","ZnO","no",NA,50,"nm",500,"mg/L","environment","pulse","Plantae","Tracheophytes","Eudicots","Caryophyllales","Polygonaceae","Fagopyrum","esculentum","eudicot","Fagopyrum esculentum","Producer","Terrestrial","crop","Lab","Indoor",3,"growth","root length","cm",3,2.10989,0.234432,3,3.575092,0.234432,"no",">",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","not clear","greater",NA,NA,14.389358810486,24.3819732632971,-0.527355096652988,0.00554852178719108,-0.526014139010915,0.00555801647809465,"Growth","Terrestrial producer",500,NA,"mg/L",NA,6.14401572868027,NA,"mmol/L",NA
"Lee",2013,"The Genotoxic Effect of ZnO and CuO Nanoparticles on Early Growth of Buckwheat, Fagopyrum Esculentum","10.1007/s11270-013-1668-0","Terr. Producers",44,"Zn","ZnO","no",NA,50,"nm",2000,"mg/L","environment","pulse","Plantae","Tracheophytes","Eudicots","Caryophyllales","Polygonaceae","Fagopyrum","esculentum","eudicot","Fagopyrum esculentum","Producer","Terrestrial","crop","Lab","Indoor",3,"growth","root length","cm",3,1.201465,0.117216,3,3.575092,0.234432,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","not clear","greater",NA,NA,16.3878789730654,24.3819732632971,-1.09044926456434,0.00460601262409046,-1.08957956150382,0.00461207284557727,"Growth","Terrestrial producer",2000,NA,"mg/L",NA,24.5760629147211,NA,"mmol/L",NA
"Lee",2013,"The Genotoxic Effect of ZnO and CuO Nanoparticles on Early Growth of Buckwheat, Fagopyrum Esculentum","10.1007/s11270-013-1668-0","Terr. Producers",44,"Zn","ZnO","no",NA,50,"nm",4000,"mg/L","environment","pulse","Plantae","Tracheophytes","Eudicots","Caryophyllales","Polygonaceae","Fagopyrum","esculentum","eudicot","Fagopyrum esculentum","Producer","Terrestrial","crop","Lab","Indoor",3,"growth","root length","cm",3,0.820513,0,3,3.575092,0.234432,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","not clear","greater",NA,NA,Inf,24.3819732632971,-1.47181643466053,0.00143330325152249,-1.47253308628629,0.00143433043062791,"Growth","Terrestrial producer",4000,NA,"mg/L",NA,49.1521258294421,NA,"mmol/L",NA
"Lee",2013,"The Genotoxic Effect of ZnO and CuO Nanoparticles on Early Growth of Buckwheat, Fagopyrum Esculentum","10.1007/s11270-013-1668-0","Terr. Producers",44,"Cu","CuO","no",NA,50,"nm",50,"mg/L","environment","pulse","Plantae","Tracheophytes","Eudicots","Caryophyllales","Polygonaceae","Fagopyrum","esculentum","eudicot","Fagopyrum esculentum","Producer","Terrestrial","crop","Lab","Indoor",3,"growth","root length","cm",3,4.437956,1.167883,3,3.575092,0.234432,"no",">",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","not clear","neither",NA,NA,6.07550211563354,24.3819732632971,0.216203000004825,0.0245173228638325,0.227028358185218,0.0247847860236687,"Growth","Terrestrial producer",50,NA,"mg/L",NA,0.628575020428688,NA,"mmol/L",NA
"Lee",2013,"The Genotoxic Effect of ZnO and CuO Nanoparticles on Early Growth of Buckwheat, Fagopyrum Esculentum","10.1007/s11270-013-1668-0","Terr. Producers",44,"Cu","CuO","no",NA,50,"nm",500,"mg/L","environment","pulse","Plantae","Tracheophytes","Eudicots","Caryophyllales","Polygonaceae","Fagopyrum","esculentum","eudicot","Fagopyrum esculentum","Producer","Terrestrial","crop","Lab","Indoor",3,"growth","root length","cm",3,3.094891,0.525547,3,3.575092,0.234432,"no",">",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","not clear","greater",NA,NA,9.41526000831248,24.3819732632971,-0.144238222657897,0.0110452454790116,-0.140148903169913,0.0110924673748093,"Growth","Terrestrial producer",500,NA,"mg/L",NA,6.28575020428688,NA,"mmol/L",NA
"Lee",2013,"The Genotoxic Effect of ZnO and CuO Nanoparticles on Early Growth of Buckwheat, Fagopyrum Esculentum","10.1007/s11270-013-1668-0","Terr. Producers",44,"Cu","CuO","no",NA,50,"nm",2000,"mg/L","environment","pulse","Plantae","Tracheophytes","Eudicots","Caryophyllales","Polygonaceae","Fagopyrum","esculentum","eudicot","Fagopyrum esculentum","Producer","Terrestrial","crop","Lab","Indoor",3,"growth","root length","cm",3,1.40146,0.379562,3,3.575092,0.234432,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","not clear","greater",NA,NA,5.90332239170123,24.3819732632971,-0.936476359714267,0.0258835239968469,-0.924967900967366,0.0261834578231999,"Growth","Terrestrial producer",2000,NA,"mg/L",NA,25.1430008171475,NA,"mmol/L",NA
"Lee",2013,"The Genotoxic Effect of ZnO and CuO Nanoparticles on Early Growth of Buckwheat, Fagopyrum Esculentum","10.1007/s11270-013-1668-0","Terr. Producers",44,"Cu","CuO","no",NA,50,"nm",4000,"mg/L","environment","pulse","Plantae","Tracheophytes","Eudicots","Caryophyllales","Polygonaceae","Fagopyrum","esculentum","eudicot","Fagopyrum esculentum","Producer","Terrestrial","crop","Lab","Indoor",3,"growth","root length","cm",3,1.518248,0.20438,3,3.575092,0.234432,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"yes","not clear","greater",NA,NA,11.8768930024306,24.3819732632971,-0.856433871592014,0.00747376445812601,-0.854130292614473,0.00749303522302566,"Growth","Terrestrial producer",4000,NA,"mg/L",NA,50.2860016342951,NA,"mmol/L",NA
"Ma",2017,"Effects of titanium oxide nanoparticles on tetracycline accumulation and toxicity in Oryza sativa (L.)","10.1039/c7en00280g","Terr. Producers",53,"Ti","TiO2","no",NA,17.5,"nm",500,"mg/L","environment","press","Plantae","Tracheophytes","Monocots","Poales","Poaceae","Oryza","sativa","monocot","Oryza sativa","Producer","Terrestrial","crop","Lab","Greenhouse",10,"growth","root dry biomass","g",3,0.863344,0.07797,3,0.951768,0.058478,"no",">",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,17.7033258047148,26.0217864919859,-0.0975080864518139,0.00397708023494157,-0.0967778966695295,0.00398156770385851,"Growth","Terrestrial producer",500,NA,"mg/L",NA,6.26048631457692,NA,"mmol/L",NA
"Ma",2017,"Effects of titanium oxide nanoparticles on tetracycline accumulation and toxicity in Oryza sativa (L.)","10.1039/c7en00280g","Terr. Producers",53,"Ti","TiO2","no",NA,17.5,"nm",1000,"mg/L","environment","press","Plantae","Tracheophytes","Monocots","Poales","Poaceae","Oryza","sativa","monocot","Oryza sativa","Producer","Terrestrial","crop","Lab","Greenhouse",10,"growth","root dry biomass","g",3,0.87299,0.075185,3,0.951768,0.058478,"no",">",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,18.5642148484964,26.0217864919859,-0.0863972065930446,0.00373077242721517,-0.0857901707146234,0.00373462058549878,"Growth","Terrestrial producer",1000,NA,"mg/L",NA,12.5209726291538,NA,"mmol/L",NA
"Ma",2017,"Effects of titanium oxide nanoparticles on tetracycline accumulation and toxicity in Oryza sativa (L.)","10.1039/c7en00280g","Terr. Producers",53,"Ti","TiO2","no",NA,17.5,"nm",2000,"mg/L","environment","press","Plantae","Tracheophytes","Monocots","Poales","Poaceae","Oryza","sativa","monocot","Oryza sativa","Producer","Terrestrial","crop","Lab","Greenhouse",10,"growth","root dry biomass","g",3,0.623794,0.055693,3,0.951768,0.058478,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,17.9076707851414,26.0217864919859,-0.42250112195333,0.00391538722466892,-0.421801778676182,0.00391970886996799,"Growth","Terrestrial producer",2000,NA,"mg/L",NA,25.0419452583077,NA,"mmol/L",NA
"Ma",2017,"Effects of titanium oxide nanoparticles on tetracycline accumulation and toxicity in Oryza sativa (L.)","10.1039/c7en00280g","Terr. Producers",53,"Ti","TiO2","no",NA,17.5,"nm",500,"mg/L","environment","press","Plantae","Tracheophytes","Monocots","Poales","Poaceae","Oryza","sativa","monocot","Oryza sativa","Producer","Terrestrial","crop","Lab","Greenhouse",10,"growth","shoot dry biomass","g",3,1.78143,0.142321,3,1.968776,0.130936,"no",">",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,20.0123595153151,24.0400716783929,-0.0999956172928801,0.00360190963954507,-0.0996690249555245,0.00360525974036275,"Growth","Terrestrial producer",500,NA,"mg/L",NA,6.26048631457692,NA,"mmol/L",NA
"Ma",2017,"Effects of titanium oxide nanoparticles on tetracycline accumulation and toxicity in Oryza sativa (L.)","10.1039/c7en00280g","Terr. Producers",53,"Ti","TiO2","no",NA,17.5,"nm",1000,"mg/L","environment","press","Plantae","Tracheophytes","Monocots","Poales","Poaceae","Oryza","sativa","monocot","Oryza sativa","Producer","Terrestrial","crop","Lab","Greenhouse",10,"growth","shoot dry biomass","g",3,1.511915,0.153707,3,1.968776,0.130936,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,15.7265062052156,24.0400716783929,-0.264034970607916,0.00491953747542798,-0.263049564352619,0.004926558963159,"Growth","Terrestrial producer",1000,NA,"mg/L",NA,12.5209726291538,NA,"mmol/L",NA
"Ma",2017,"Effects of titanium oxide nanoparticles on tetracycline accumulation and toxicity in Oryza sativa (L.)","10.1039/c7en00280g","Terr. Producers",53,"Ti","TiO2","no",NA,17.5,"nm",2000,"mg/L","environment","press","Plantae","Tracheophytes","Monocots","Poales","Poaceae","Oryza","sativa","monocot","Oryza sativa","Producer","Terrestrial","crop","Lab","Greenhouse",10,"growth","shoot dry biomass","g",3,1.196385,0.096779,3,1.968776,0.130936,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,19.764614593725,24.0400716783929,-0.498107519771589,0.00365558055441521,-0.497754091976798,0.00365904628291879,"Growth","Terrestrial producer",2000,NA,"mg/L",NA,25.0419452583077,NA,"mmol/L",NA
"Ma",2017,"Effects of titanium oxide nanoparticles on tetracycline accumulation and toxicity in Oryza sativa (L.)","10.1039/c7en00280g","Terr. Producers",53,"Ti","TiO2","no",NA,17.5,"nm",500,"mg/L","environment","press","Plantae","Tracheophytes","Monocots","Poales","Poaceae","Oryza","sativa","monocot","Oryza sativa","Producer","Terrestrial","crop","Lab","Greenhouse",10,"NP Concentration","shoot Ti content
","mg/kg",3,45.76803,15.20295,3,7.523511,3.257776,"no",">",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,4.81318853283302,3.69230749490167,NA,NA,NA,NA,"Concentration","Terrestrial producer",500,NA,"mg/L",NA,6.26048631457692,NA,"mmol/L",NA
"Ma",2017,"Effects of titanium oxide nanoparticles on tetracycline accumulation and toxicity in Oryza sativa (L.)","10.1039/c7en00280g","Terr. Producers",53,"Ti","TiO2","no",NA,17.5,"nm",1000,"mg/L","environment","press","Plantae","Tracheophytes","Monocots","Poales","Poaceae","Oryza","sativa","monocot","Oryza sativa","Producer","Terrestrial","crop","Lab","Greenhouse",10,"NP Concentration","shoot Ti content
","mg/kg",3,141.6928,120.5377,3,7.523511,3.257776,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,1.87941809204815,3.69230749490167,NA,NA,NA,NA,"Concentration","Terrestrial producer",1000,NA,"mg/L",NA,12.5209726291538,NA,"mmol/L",NA
"Ma",2017,"Effects of titanium oxide nanoparticles on tetracycline accumulation and toxicity in Oryza sativa (L.)","10.1039/c7en00280g","Terr. Producers",53,"Ti","TiO2","no",NA,17.5,"nm",2000,"mg/L","environment","press","Plantae","Tracheophytes","Monocots","Poales","Poaceae","Oryza","sativa","monocot","Oryza sativa","Producer","Terrestrial","crop","Lab","Greenhouse",10,"NP Concentration","shoot Ti content
","mg/kg",3,135.4232,21.71851,3,7.523511,3.257776,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,9.9692288533986,3.69230749490167,NA,NA,NA,NA,"Concentration","Terrestrial producer",2000,NA,"mg/L",NA,25.0419452583077,NA,"mmol/L",NA
"Ma",2017,"Effects of titanium oxide nanoparticles on tetracycline accumulation and toxicity in Oryza sativa (L.)","10.1039/c7en00280g","Terr. Producers",53,"Ti","TiO2","no",NA,17.5,"nm",500,"mg/L","environment","press","Plantae","Tracheophytes","Monocots","Poales","Poaceae","Oryza","sativa","monocot","Oryza sativa","Producer","Terrestrial","crop","Lab","Greenhouse",10,"NP Concentration","root Ti content
","mg/kg",3,12740.9,370.8888,3,127.027,2.340609,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,54.9230832301408,86.7692197003371,NA,NA,NA,NA,"Concentration","Terrestrial producer",500,NA,"mg/L",NA,6.26048631457692,NA,"mmol/L",NA
"Ma",2017,"Effects of titanium oxide nanoparticles on tetracycline accumulation and toxicity in Oryza sativa (L.)","10.1039/c7en00280g","Terr. Producers",53,"Ti","TiO2","no",NA,17.5,"nm",1000,"mg/L","environment","press","Plantae","Tracheophytes","Monocots","Poales","Poaceae","Oryza","sativa","monocot","Oryza sativa","Producer","Terrestrial","crop","Lab","Greenhouse",10,"NP Concentration","root Ti content
","mg/kg",3,33511.78,556.3332,3,127.027,2.340609,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,96.307706265134,86.7692197003371,NA,NA,NA,NA,"Concentration","Terrestrial producer",1000,NA,"mg/L",NA,12.5209726291538,NA,"mmol/L",NA
"Ma",2017,"Effects of titanium oxide nanoparticles on tetracycline accumulation and toxicity in Oryza sativa (L.)","10.1039/c7en00280g","Terr. Producers",53,"Ti","TiO2","no",NA,17.5,"nm",2000,"mg/L","environment","press","Plantae","Tracheophytes","Monocots","Poales","Poaceae","Oryza","sativa","monocot","Oryza sativa","Producer","Terrestrial","crop","Lab","Greenhouse",10,"NP Concentration","root Ti content
","mg/kg",3,33190.58,556.3332,3,127.027,2.340609,"yes","<",0.05,NA,NA,NA,NA,"no",NA,NA,NA,NA,"no",NA,NA,NA,NA,95.3846268210591,86.7692197003371,NA,NA,NA,NA,"Concentration","Terrestrial producer",2000,NA,"mg/L",NA,25.0419452583077,NA,"mmol/L",NA
